row_id,source_module,source_artifact_path,source_artifact_hash,model_id,dataset_id,domain_id,seed,trajectory_id,state_index,prediction_horizon,extraction_timestamp,builder_version,config_hash,ood_score,uncertainty_score,drift_score,fused_risk,stress_robust_fused_risk,signal_disagreement,ood_drift_redundancy,stress_robustness,fault_sensitivity,memory_similarity,temporal_failure_probability,early_warning_state,has_ood,has_uncertainty,has_drift,has_fused_risk,has_memory,has_temporal,has_early_warning,has_ground_truth,is_censored,eventual_failure,failure_event_index,failure_within_horizon,states_remaining_before_failure
9980e9cf9849c58569fe248b,Module_12_13_EarlyWarning,examples/sample_temporal_trajectory.csv,7120aaaf6df305220183e04d8365ce38dddbf592cd3b523a8e49b9386625bf8b,013245af-9a9a-4e59-9648-0bb135f604d7,sample_temporal_trajectory,synthetic_degradation_trajectory,42,0,0,1,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.105,0.1154,0.0347,0.104,0.104,0.03584339393652461,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,6,0,6.0
6abe8106a43fe431956a4a9a,Module_12_13_EarlyWarning,examples/sample_temporal_trajectory.csv,7120aaaf6df305220183e04d8365ce38dddbf592cd3b523a8e49b9386625bf8b,013245af-9a9a-4e59-9648-0bb135f604d7,sample_temporal_trajectory,synthetic_degradation_trajectory,42,0,0,2,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.105,0.1154,0.0347,0.104,0.104,0.03584339393652461,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,6,0,6.0
dc00a552ab968852b38987ef,Module_12_13_EarlyWarning,examples/sample_temporal_trajectory.csv,7120aaaf6df305220183e04d8365ce38dddbf592cd3b523a8e49b9386625bf8b,013245af-9a9a-4e59-9648-0bb135f604d7,sample_temporal_trajectory,synthetic_degradation_trajectory,42,0,0,3,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.105,0.1154,0.0347,0.104,0.104,0.03584339393652461,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,6,0,6.0
1c7d52ab769248e6b0eac255,Module_12_13_EarlyWarning,examples/sample_temporal_trajectory.csv,7120aaaf6df305220183e04d8365ce38dddbf592cd3b523a8e49b9386625bf8b,013245af-9a9a-4e59-9648-0bb135f604d7,sample_temporal_trajectory,synthetic_degradation_trajectory,42,0,0,5,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.105,0.1154,0.0347,0.104,0.104,0.03584339393652461,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,6,0,6.0
2165733f4f5ba985f9f37509,Module_12_13_EarlyWarning,examples/sample_temporal_trajectory.csv,7120aaaf6df305220183e04d8365ce38dddbf592cd3b523a8e49b9386625bf8b,013245af-9a9a-4e59-9648-0bb135f604d7,sample_temporal_trajectory,synthetic_degradation_trajectory,42,0,1,1,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.1186,0.1353,0.0377,0.1485,0.1485,0.042621668980304686,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,6,0,5.0
6d9a8483e33cf5794e5bf3e7,Module_12_13_EarlyWarning,examples/sample_temporal_trajectory.csv,7120aaaf6df305220183e04d8365ce38dddbf592cd3b523a8e49b9386625bf8b,013245af-9a9a-4e59-9648-0bb135f604d7,sample_temporal_trajectory,synthetic_degradation_trajectory,42,0,1,2,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.1186,0.1353,0.0377,0.1485,0.1485,0.042621668980304686,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,6,0,5.0
4daaf8faf625740b98f13036,Module_12_13_EarlyWarning,examples/sample_temporal_trajectory.csv,7120aaaf6df305220183e04d8365ce38dddbf592cd3b523a8e49b9386625bf8b,013245af-9a9a-4e59-9648-0bb135f604d7,sample_temporal_trajectory,synthetic_degradation_trajectory,42,0,1,3,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.1186,0.1353,0.0377,0.1485,0.1485,0.042621668980304686,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,6,0,5.0
eff7a8d3ae101b4958e16982,Module_12_13_EarlyWarning,examples/sample_temporal_trajectory.csv,7120aaaf6df305220183e04d8365ce38dddbf592cd3b523a8e49b9386625bf8b,013245af-9a9a-4e59-9648-0bb135f604d7,sample_temporal_trajectory,synthetic_degradation_trajectory,42,0,1,5,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.1186,0.1353,0.0377,0.1485,0.1485,0.042621668980304686,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,6,1,5.0
0fd3f448b2683aa58cb80426,Module_12_13_EarlyWarning,examples/sample_temporal_trajectory.csv,7120aaaf6df305220183e04d8365ce38dddbf592cd3b523a8e49b9386625bf8b,013245af-9a9a-4e59-9648-0bb135f604d7,sample_temporal_trajectory,synthetic_degradation_trajectory,42,0,2,1,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.1565,0.1624,0.0507,0.1499,0.1499,0.05132179524009917,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,6,0,4.0
7fd1d9593d59898d732016d3,Module_12_13_EarlyWarning,examples/sample_temporal_trajectory.csv,7120aaaf6df305220183e04d8365ce38dddbf592cd3b523a8e49b9386625bf8b,013245af-9a9a-4e59-9648-0bb135f604d7,sample_temporal_trajectory,synthetic_degradation_trajectory,42,0,2,2,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.1565,0.1624,0.0507,0.1499,0.1499,0.05132179524009917,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,6,0,4.0
60c3a79912162e49138136b1,Module_12_13_EarlyWarning,examples/sample_temporal_trajectory.csv,7120aaaf6df305220183e04d8365ce38dddbf592cd3b523a8e49b9386625bf8b,013245af-9a9a-4e59-9648-0bb135f604d7,sample_temporal_trajectory,synthetic_degradation_trajectory,42,0,2,3,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.1565,0.1624,0.0507,0.1499,0.1499,0.05132179524009917,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,6,0,4.0
708a7998baadbc90ece576bc,Module_12_13_EarlyWarning,examples/sample_temporal_trajectory.csv,7120aaaf6df305220183e04d8365ce38dddbf592cd3b523a8e49b9386625bf8b,013245af-9a9a-4e59-9648-0bb135f604d7,sample_temporal_trajectory,synthetic_degradation_trajectory,42,0,2,5,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.1565,0.1624,0.0507,0.1499,0.1499,0.05132179524009917,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,6,1,4.0
