row_id,source_module,source_artifact_path,source_artifact_hash,model_id,dataset_id,domain_id,seed,trajectory_id,state_index,prediction_horizon,extraction_timestamp,builder_version,config_hash,ood_score,uncertainty_score,drift_score,fused_risk,stress_robust_fused_risk,signal_disagreement,ood_drift_redundancy,stress_robustness,fault_sensitivity,memory_similarity,temporal_failure_probability,early_warning_state,has_ood,has_uncertainty,has_drift,has_fused_risk,has_memory,has_temporal,has_early_warning,has_ground_truth,is_censored,eventual_failure,failure_event_index,failure_within_horizon,states_remaining_before_failure
9336ae8b0c5f1f5fe0ff0c0a,Module_12_CrossDomain,sklearn.datasets.load_breast_cancer,71aa3180a9c8c9abf1e45ef91d8c1dac2592948b3fa58a7da1cc3e16bef8c2df,bc_classifier_v1,breast_cancer_wisconsin,classification_breast_cancer,42,unit_0,0,1,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.21921990588634302,0.2,0.1,0.2,0.2,0.0522630002347405,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,19,0,19.0
b57643046accff2b34058140,Module_12_CrossDomain,sklearn.datasets.load_breast_cancer,71aa3180a9c8c9abf1e45ef91d8c1dac2592948b3fa58a7da1cc3e16bef8c2df,bc_classifier_v1,breast_cancer_wisconsin,classification_breast_cancer,42,unit_0,0,2,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.21921990588634302,0.2,0.1,0.2,0.2,0.0522630002347405,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,19,0,19.0
857a365541316fa95c59fb77,Module_12_CrossDomain,sklearn.datasets.load_breast_cancer,71aa3180a9c8c9abf1e45ef91d8c1dac2592948b3fa58a7da1cc3e16bef8c2df,bc_classifier_v1,breast_cancer_wisconsin,classification_breast_cancer,42,unit_0,0,3,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.21921990588634302,0.2,0.1,0.2,0.2,0.0522630002347405,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,19,0,19.0
87a32c2fcbbe3c84b4d6a671,Module_12_CrossDomain,sklearn.datasets.load_breast_cancer,71aa3180a9c8c9abf1e45ef91d8c1dac2592948b3fa58a7da1cc3e16bef8c2df,bc_classifier_v1,breast_cancer_wisconsin,classification_breast_cancer,42,unit_0,0,5,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.21921990588634302,0.2,0.1,0.2,0.2,0.0522630002347405,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,19,0,19.0
09edcf9f6b888dbfb6620c98,Module_12_CrossDomain,sklearn.datasets.load_breast_cancer,71aa3180a9c8c9abf1e45ef91d8c1dac2592948b3fa58a7da1cc3e16bef8c2df,bc_classifier_v1,breast_cancer_wisconsin,classification_breast_cancer,42,unit_0,1,1,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.36564239474687266,0.2,0.1,0.2,0.2,0.10954617738872198,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,19,0,18.0
2b7e694a3bf5a1fdd74f0648,Module_12_CrossDomain,sklearn.datasets.load_breast_cancer,71aa3180a9c8c9abf1e45ef91d8c1dac2592948b3fa58a7da1cc3e16bef8c2df,bc_classifier_v1,breast_cancer_wisconsin,classification_breast_cancer,42,unit_0,1,2,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.36564239474687266,0.2,0.1,0.2,0.2,0.10954617738872198,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,19,0,18.0
5242ad750b0c766cb3257500,Module_12_CrossDomain,sklearn.datasets.load_breast_cancer,71aa3180a9c8c9abf1e45ef91d8c1dac2592948b3fa58a7da1cc3e16bef8c2df,bc_classifier_v1,breast_cancer_wisconsin,classification_breast_cancer,42,unit_0,1,3,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.36564239474687266,0.2,0.1,0.2,0.2,0.10954617738872198,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,19,0,18.0
684f1a9f9d6e34f568159a5b,Module_12_CrossDomain,sklearn.datasets.load_breast_cancer,71aa3180a9c8c9abf1e45ef91d8c1dac2592948b3fa58a7da1cc3e16bef8c2df,bc_classifier_v1,breast_cancer_wisconsin,classification_breast_cancer,42,unit_0,1,5,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.36564239474687266,0.2,0.1,0.2,0.2,0.10954617738872198,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,19,0,18.0
44aacffb88c054b3cb672951,Module_12_CrossDomain,sklearn.datasets.load_breast_cancer,71aa3180a9c8c9abf1e45ef91d8c1dac2592948b3fa58a7da1cc3e16bef8c2df,bc_classifier_v1,breast_cancer_wisconsin,classification_breast_cancer,42,unit_0,2,1,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.3156998404068471,0.2,0.1,0.2,0.2,0.08813680919879882,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,19,0,17.0
46232d39dc7680773ed40570,Module_12_CrossDomain,sklearn.datasets.load_breast_cancer,71aa3180a9c8c9abf1e45ef91d8c1dac2592948b3fa58a7da1cc3e16bef8c2df,bc_classifier_v1,breast_cancer_wisconsin,classification_breast_cancer,42,unit_0,2,2,2026-09-02T20:45:00Z,1.0.0,8e7fd68470057c99,0.3156998404068471,0.2,0.1,0.2,0.2,0.08813680919879882,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,19,0,17.0
