row_id,task_type,source_module,source_artifact_path,source_artifact_hash,model_id,dataset_id,domain_id,seed,trajectory_id,state_index,prediction_horizon,extraction_timestamp,builder_version,config_hash,outcome_semantics,failure_definition,label_source,label_available_at_runtime,true_class,predicted_class,prediction_correct,prediction_error,ood_score,uncertainty_score,drift_score,fused_risk,stress_robust_fused_risk,signal_disagreement,ood_drift_redundancy,stress_robustness,fault_sensitivity,memory_similarity,temporal_failure_probability,early_warning_state,has_ood,has_uncertainty,has_drift,has_fused_risk,has_memory,has_temporal,has_early_warning,has_ground_truth,is_censored,eventual_failure,failure_event_index,failure_within_horizon,states_remaining_before_failure
b8819da20a2f6487cc91ed88,AUXILIARY_SIMULATED_SEQUENCE,Module_12_13_CMAPSS_Simulation,aegis.experiments.run_final_research_freeze,9b32e21022eab0ef4257f579990e6a20ccc2e2c5f67ff04d61c2d21275245412,synthetic_cmapss_rf_v1,synthetic_cmapss_simulation,synthetic_cmapss_simulation,42,sim_engine_1,1,1,2026-09-02T20:45:00Z,1.2.0,62e10bc07ec9873f,CONTROLLED_FAILURE_EVENT,is_failure onset or future failure within K controlled_degradation_states,trajectory_ground_truth_sequence,False,,,,,0.38961038961038963,4.1305960435927445e-11,0.0,0.1948051948258478,0.1948051948258478,0.18366409899975694,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,118,0,118.0
e89e2e7872dc204199fe5cc0,AUXILIARY_SIMULATED_SEQUENCE,Module_12_13_CMAPSS_Simulation,aegis.experiments.run_final_research_freeze,9b32e21022eab0ef4257f579990e6a20ccc2e2c5f67ff04d61c2d21275245412,synthetic_cmapss_rf_v1,synthetic_cmapss_simulation,synthetic_cmapss_simulation,42,sim_engine_1,1,2,2026-09-02T20:45:00Z,1.2.0,62e10bc07ec9873f,CONTROLLED_FAILURE_EVENT,is_failure onset or future failure within K controlled_degradation_states,trajectory_ground_truth_sequence,False,,,,,0.38961038961038963,4.1305960435927445e-11,0.0,0.1948051948258478,0.1948051948258478,0.18366409899975694,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,118,0,118.0
a1e29d1e8e79f580e4205902,AUXILIARY_SIMULATED_SEQUENCE,Module_12_13_CMAPSS_Simulation,aegis.experiments.run_final_research_freeze,9b32e21022eab0ef4257f579990e6a20ccc2e2c5f67ff04d61c2d21275245412,synthetic_cmapss_rf_v1,synthetic_cmapss_simulation,synthetic_cmapss_simulation,42,sim_engine_1,1,3,2026-09-02T20:45:00Z,1.2.0,62e10bc07ec9873f,CONTROLLED_FAILURE_EVENT,is_failure onset or future failure within K controlled_degradation_states,trajectory_ground_truth_sequence,False,,,,,0.38961038961038963,4.1305960435927445e-11,0.0,0.1948051948258478,0.1948051948258478,0.18366409899975694,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,118,0,118.0
4f8f6927c396afd44e0b6d85,AUXILIARY_SIMULATED_SEQUENCE,Module_12_13_CMAPSS_Simulation,aegis.experiments.run_final_research_freeze,9b32e21022eab0ef4257f579990e6a20ccc2e2c5f67ff04d61c2d21275245412,synthetic_cmapss_rf_v1,synthetic_cmapss_simulation,synthetic_cmapss_simulation,42,sim_engine_1,1,5,2026-09-02T20:45:00Z,1.2.0,62e10bc07ec9873f,CONTROLLED_FAILURE_EVENT,is_failure onset or future failure within K controlled_degradation_states,trajectory_ground_truth_sequence,False,,,,,0.38961038961038963,4.1305960435927445e-11,0.0,0.1948051948258478,0.1948051948258478,0.18366409899975694,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,118,0,118.0
9048ee37a85e726e13184b67,AUXILIARY_SIMULATED_SEQUENCE,Module_12_13_CMAPSS_Simulation,aegis.experiments.run_final_research_freeze,9b32e21022eab0ef4257f579990e6a20ccc2e2c5f67ff04d61c2d21275245412,synthetic_cmapss_rf_v1,synthetic_cmapss_simulation,synthetic_cmapss_simulation,42,sim_engine_1,2,1,2026-09-02T20:45:00Z,1.2.0,62e10bc07ec9873f,CONTROLLED_FAILURE_EVENT,is_failure onset or future failure within K controlled_degradation_states,trajectory_ground_truth_sequence,False,,,,,0.41929499072356213,4.1305960435927445e-11,0.0,0.20964749538243405,0.20964749538243405,0.19765755416238498,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,118,0,117.0
748a9fad53c7deb5818dd4db,AUXILIARY_SIMULATED_SEQUENCE,Module_12_13_CMAPSS_Simulation,aegis.experiments.run_final_research_freeze,9b32e21022eab0ef4257f579990e6a20ccc2e2c5f67ff04d61c2d21275245412,synthetic_cmapss_rf_v1,synthetic_cmapss_simulation,synthetic_cmapss_simulation,42,sim_engine_1,2,2,2026-09-02T20:45:00Z,1.2.0,62e10bc07ec9873f,CONTROLLED_FAILURE_EVENT,is_failure onset or future failure within K controlled_degradation_states,trajectory_ground_truth_sequence,False,,,,,0.41929499072356213,4.1305960435927445e-11,0.0,0.20964749538243405,0.20964749538243405,0.19765755416238498,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,118,0,117.0
916bc12b6da3fe9f198570b3,AUXILIARY_SIMULATED_SEQUENCE,Module_12_13_CMAPSS_Simulation,aegis.experiments.run_final_research_freeze,9b32e21022eab0ef4257f579990e6a20ccc2e2c5f67ff04d61c2d21275245412,synthetic_cmapss_rf_v1,synthetic_cmapss_simulation,synthetic_cmapss_simulation,42,sim_engine_1,2,3,2026-09-02T20:45:00Z,1.2.0,62e10bc07ec9873f,CONTROLLED_FAILURE_EVENT,is_failure onset or future failure within K controlled_degradation_states,trajectory_ground_truth_sequence,False,,,,,0.41929499072356213,4.1305960435927445e-11,0.0,0.20964749538243405,0.20964749538243405,0.19765755416238498,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,118,0,117.0
f87ec1066b596bb868f7d09e,AUXILIARY_SIMULATED_SEQUENCE,Module_12_13_CMAPSS_Simulation,aegis.experiments.run_final_research_freeze,9b32e21022eab0ef4257f579990e6a20ccc2e2c5f67ff04d61c2d21275245412,synthetic_cmapss_rf_v1,synthetic_cmapss_simulation,synthetic_cmapss_simulation,42,sim_engine_1,2,5,2026-09-02T20:45:00Z,1.2.0,62e10bc07ec9873f,CONTROLLED_FAILURE_EVENT,is_failure onset or future failure within K controlled_degradation_states,trajectory_ground_truth_sequence,False,,,,,0.41929499072356213,4.1305960435927445e-11,0.0,0.20964749538243405,0.20964749538243405,0.19765755416238498,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,118,0,117.0
aea95c27a3eb32b4550a1636,AUXILIARY_SIMULATED_SEQUENCE,Module_12_13_CMAPSS_Simulation,aegis.experiments.run_final_research_freeze,9b32e21022eab0ef4257f579990e6a20ccc2e2c5f67ff04d61c2d21275245412,synthetic_cmapss_rf_v1,synthetic_cmapss_simulation,synthetic_cmapss_simulation,42,sim_engine_1,3,1,2026-09-02T20:45:00Z,1.2.0,62e10bc07ec9873f,CONTROLLED_FAILURE_EVENT,is_failure onset or future failure within K controlled_degradation_states,trajectory_ground_truth_sequence,False,,,,,0.7458256029684601,4.1305960435927445e-11,0.0,0.37291280150488304,0.37291280150488304,0.3515855609512933,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,118,0,116.0
5ec425c965f11992f3bbda57,AUXILIARY_SIMULATED_SEQUENCE,Module_12_13_CMAPSS_Simulation,aegis.experiments.run_final_research_freeze,9b32e21022eab0ef4257f579990e6a20ccc2e2c5f67ff04d61c2d21275245412,synthetic_cmapss_rf_v1,synthetic_cmapss_simulation,synthetic_cmapss_simulation,42,sim_engine_1,3,2,2026-09-02T20:45:00Z,1.2.0,62e10bc07ec9873f,CONTROLLED_FAILURE_EVENT,is_failure onset or future failure within K controlled_degradation_states,trajectory_ground_truth_sequence,False,,,,,0.7458256029684601,4.1305960435927445e-11,0.0,0.37291280150488304,0.37291280150488304,0.3515855609512933,,,,,,NORMAL,True,True,True,True,False,False,False,True,False,1,118,0,116.0
